,avg MSE,med MSE,avg NMSE,med NMSE,avg SSIM,med SSIM,avg LR_MSE,med LR_MSE,avg LR_NMSE,med LR_NMSE,avg LR_SSIM,med LR_SSIM
Average and median metrics,0.0008730999999999999,0.000565,0.029846400000000002,0.025679,0.9134315000000001,0.939164,0.0002885,0.000258,0.0181696,0.016857,0.9720705000000001,0.975474
