,avg MSE,med MSE,avg NMSE,med NMSE,avg SSIM,med SSIM,avg LR_MSE,med LR_MSE,avg LR_NMSE,med LR_NMSE,avg LR_SSIM,med LR_SSIM
Average and median metrics,0.0014252224107573984,0.0006219519635201414,0.03633678790086968,0.027623405246178213,0.8776728004104537,0.9347793000876592,0.00016662907527729143,0.00011873214696370846,0.013527602496762936,0.011630614780869032,0.9858235777949483,0.98820656526254
