,file,patient,location,MAE,MSE,NMSE,SSIM,FROB,PSNR,LR_MAE,LR_MSE,LR_NMSE,LR_SSIM,LR_FROB,LR_PSNR
0,"0131_[38744,8571]_part_1_2_.tif",0131,"[38744,8571]",120.97568751796393,120.97542020153732,0.04637102645927471,0.9245597483577273,23.99078941345215,27.303832839418707,15.870440068944268,15.870440068944268,0.01704884814318782,0.9951678016074342,8.399494171142578,36.12491458421198
1,"0131_[46833,16191]_part_3_2_.tif",0131,"[46833,16191]",0.0020243481399355224,131.63337068530936,0.048288503455793434,0.8836999235152572,26.056467056274414,26.937142871917374,14.041098409066356,14.041098409066356,0.01600996163209087,0.9955055350912203,8.11037540435791,36.65679330948102
2,"0131_[40734,12991]_part_3_1_.tif",0131,"[40734,12991]",162.52543070925495,162.5251961221615,0.05359877874302735,0.9598544775437036,28.98175811767578,26.021595908551838,44.632193122893746,44.632193122893746,0.028715782182228634,0.9955783837296742,14.411392211914062,31.63432119689946
3,"0131_[48485,17537]_part_4_2_.tif",0131,"[48485,17537]",91.88776880695161,91.88776880695161,0.03939191840901244,0.9293617733549372,21.514892578125,28.4982260533988,13.382202231033451,13.382202231033451,0.015225918987965258,0.9966115903276025,7.96990966796875,36.865527439736496
4,"0131_[41114,18347]_part_2_2_.tif",0131,"[41114,18347]",163.8885408054446,163.8885408054446,0.053235263010533676,0.956685532006719,29.024980545043945,25.98531910283611,11.699896816508014,11.699896816508014,0.014586682444926773,0.9960536127445269,7.637094020843506,37.44898258577111
5,"0131_[40896,13825]_part_1_2_.tif",0131,"[40896,13825]",350.9430456436574,350.9428775609256,0.07849793751892974,0.8535270973860584,41.3514518737793,22.678439361059784,6.784229033729517,6.784229033729517,0.011450058234719793,0.9943767166047053,5.873720169067383,39.8157990508458
6,"0131_[39813,12991]_part_2_1_.tif",0131,"[39813,12991]",0.0020477806158914346,133.15699821523057,0.04729210173719944,0.9339415371028469,25.77472496032715,26.887163664035572,19.117109014160793,19.117109014160793,0.018169597793829213,0.9956727115375363,9.812846183776855,35.316582243653
7,"0131_[45930,8132]_part_1_2_.tif",0131,"[45930,8132]",177.00557111417606,177.00557111417606,0.05578570842429611,0.8650844758053644,29.433725357055664,25.650932420777647,21.07322368733688,21.07322368733688,0.01953754330873204,0.9941090629590109,10.137751579284668,34.89349159720057
8,"0131_[39813,12991]_part_3_1_.tif",0131,"[39813,12991]",105.7110214599724,105.7110214599724,0.04257190560118718,0.9262335290717272,23.188995361328125,27.88960154377033,16.47234908195169,16.47234908195169,0.016994315516374828,0.9959099812498438,8.89276123046875,35.96324921929455
9,"0131_[39168,15113]_part_4_2_.tif",0131,"[39168,15113]",0.0018387304405627462,119.5633887024834,0.04658853263536826,0.9199169917033899,24.19667625427246,27.354820202684827,8.178011680450721,8.178011680450721,0.012495265168001781,0.9953346045280269,6.305130481719971,39.0043262300457
10,"0131_[47891,9800]_part_3_1_.tif",0131,"[47891,9800]",0.0033861823649464578,220.18669945979653,0.06330452567764225,0.8549777513454088,33.303199768066406,24.702893255406426,19.658635742983453,19.658635742983453,0.019433080239421877,0.9938926506106305,9.970541000366211,35.195269353352955
11,"0131_[50072,7868]_part_2_1_.tif",0131,"[50072,7868]",219.82007122613754,219.82007122613754,0.06444444496513903,0.8678963827628356,33.32320022583008,24.71013052427026,18.875213814400528,18.875213814400528,0.01958695815740753,0.9906617187690419,9.560063362121582,35.37188485346263
12,"0131_[40896,13825]_part_3_2_.tif",0131,"[40896,13825]",185.6006547643265,185.6006547643265,0.057249544596562875,0.8539469745536232,28.186513900756836,25.445008751048693,21.345141083177907,21.345141083177907,0.01964040980797863,0.9953390341362699,10.04318618774414,34.837811887062784
13,"0131_[46740,17995]_part_3_2_.tif",0131,"[46740,17995]",87.96079741115079,87.96079741115079,0.039142484147965444,0.9428229000147176,20.611515045166016,28.687912647644573,8.287292866468631,8.287292866468631,0.012200933405679118,0.9961858774257775,6.416693210601807,38.94667644375726
14,"0131_[50731,8702]_part_3_2_.tif",0131,"[50731,8702]",90.81433203693798,90.81423248541269,0.039325584186788026,0.9322369643130147,21.318044662475586,28.549265563916773,11.793075478379228,11.793075478379228,0.014341159734642558,0.9958775162533997,7.735748767852783,37.41453314793631
15,"0131_[44467,14410]_part_1_2_.tif",0131,"[44467,14410]",98.14038143053803,98.14028611415426,0.04142052693258694,0.8633247673001735,22.16634178161621,28.212331282551244,7.887794021678064,7.887794021678064,0.011877439277446167,0.9965245230658412,6.131131649017334,39.161246949555384
16,"0131_[39373,13898]_part_2_1_.tif",0131,"[39373,13898]",161.0683152348369,161.06801905837744,0.05409391189722873,0.8717081736184468,28.89653968811035,26.060710309825748,10.395576846406133,10.395576846406133,0.014137974788721697,0.994919343036554,6.938265323638916,37.9623186281802
17,"0131_[48485,17537]_part_3_2_.tif",0131,"[48485,17537]",224.4772437677623,224.47683653843512,0.062173261318695,0.9150029135963603,29.788991928100586,24.61908855799617,56.03092248549134,56.03092248549134,0.0316654871798138,0.9956602013741204,12.928942680358887,30.646526220026278
18,"0131_[42242,13869]_part_3_1_.tif",0131,"[42242,13869]",122.32378908502778,122.32339980509454,0.0462007230171725,0.949766719433972,24.678529739379883,27.255708355552013,8.7279894549531,8.7279894549531,0.012685792146411447,0.9967110845357974,5.95595121383667,38.72166208296666
19,"0131_[49577,17995]_part_1_2_.tif",0131,"[49577,17995]",170.77603511748484,170.77603511748484,0.056859705747677916,0.863038015150988,29.21808624267578,25.80653443696901,13.863990921923929,13.863990921923929,0.016638509969252882,0.993752902063397,8.325721740722656,36.71192129740314
